"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"CTXR","848","2017-07-06","2020-11-13","4","2019-05-15","2020-08-14"
"CTXRW","477","2017-08-03","2020-11-13","0","NULL","NULL"
"CTXS","5756","1998-01-02","2020-11-13","46","2009-07-22","2020-10-22"
"CTY","1879","2013-05-24","2020-11-06","0","NULL","NULL"
"CTZ","1284","2015-09-22","2020-11-06","0","NULL","NULL"
"CUB","5751","1998-01-02","2020-11-06","42","2009-05-07","2020-08-05"
"CUBA","5756","1998-01-02","2020-11-13","0","NULL","NULL"
"CUBE","4040","2004-10-22","2020-11-06","36","2011-11-03","2020-11-05"
"CUBI","2195","2012-02-21","2020-11-06","30","2013-07-15","2020-10-28"
"CUBS","1258","2013-08-02","2018-08-10","0","NULL","NULL"
"CUDA","1075","2013-11-06","2018-06-06","0","NULL","NULL"
"CUE","715","2018-01-02","2020-11-02","13","2018-08-13","2020-11-09"
"CUI","5328","1999-09-15","2020-11-13","32","2012-03-26","2020-03-30"
"CUK","5043","2000-10-23","2020-11-06","37","2009-09-22","2018-12-20"
"CULP","5751","1998-01-02","2020-11-06","26","2014-02-25","2020-09-02"
"CUO","5632","1998-01-02","2020-05-26","38","2009-05-19","2018-11-13"
"CUR","3387","2006-12-20","2020-06-05","38","2009-05-15","2018-11-14"
"CURO","735","2017-12-07","2020-11-06","11","2018-04-26","2020-10-29"
"CUTR","4187","2004-03-31","2020-11-13","47","2009-05-04","2020-11-04"
"CUZ","5751","1998-01-02","2020-11-06","47","2009-05-05","2020-10-28"
"CVA","5751","1998-01-02","2020-11-06","43","2009-07-22","2020-07-30"
"CVAC","58","2020-08-14","2020-11-04","0","NULL","NULL"
"CVBF","5756","1998-01-02","2020-11-13","46","2009-07-15","2020-10-21"
"CVCO","4376","2003-07-01","2020-11-13","47","2009-05-14","2020-10-29"
"CVCY","5452","1999-03-08","2020-11-02","46","2009-07-14","2020-10-28"
"CVE","2763","2009-11-17","2020-11-06","44","2010-02-11","2020-10-29"
"CVEO","1632","2014-05-19","2020-11-06","26","2014-08-12","2020-10-28"
"CVET","445","2019-02-05","2020-11-06","8","2019-05-09","2020-11-10"
"CVG","5118","1998-08-13","2019-03-08","0","NULL","NULL"
"CVGI","4098","2004-08-09","2020-11-13","45","2009-08-04","2020-11-09"
"CVGW","4614","2002-07-22","2020-11-13","46","2009-06-03","2020-09-08"
"CVI","3285","2007-10-23","2020-11-06","46","2009-05-06","2020-11-02"
"CVIA","525","2018-06-01","2020-07-02","5","2019-03-21","2020-03-10"
"CVLG","5288","1999-11-01","2020-11-04","2","2020-08-10","2020-10-26"
"CVLT","3562","2006-09-22","2020-11-13","47","2009-05-13","2020-10-27"
"CVLY","5756","1998-01-02","2020-11-13","31","2011-07-19","2019-01-17"
"CVM","5749","1998-01-02","2020-11-04","43","2009-05-15","2020-08-10"
"CVNA","890","2017-04-28","2020-11-06","17","2017-06-06","2020-10-29"
"CVO","5067","1998-01-02","2019-05-08","0","NULL","NULL"
"CVR","5748","1998-01-02","2020-11-03","39","2009-05-11","2018-11-06"
"CVRR","1531","2013-01-17","2020-03-13","0","NULL","NULL"
"CVRS","1314","2014-09-12","2019-12-20","16","2015-11-12","2019-08-08"
"CVS","5751","1998-01-02","2020-11-06","47","2009-05-05","2020-11-06"
"CVTI","5662","1998-01-02","2020-07-02","44","2009-07-27","2020-05-19"
"CVU","5748","1998-01-02","2020-11-03","44","2009-05-12","2020-09-30"
"CVV","5466","1999-03-01","2020-11-13","38","2009-05-14","2018-11-14"
"CVX","5751","1998-01-02","2020-11-06","46","2009-07-31","2020-10-30"
"CW","5751","1998-01-02","2020-11-06","46","2009-07-27","2020-10-28"
"CWAY","1182","2014-01-15","2018-09-24","0","NULL","NULL"
"CWBC","5756","1998-01-02","2020-11-13","39","2009-07-15","2019-01-25"
"CWBR","1462","2015-01-28","2020-11-13","9","2016-11-14","2018-11-14"
"CWCO","5756","1998-01-02","2020-11-13","47","2009-05-11","2020-08-17"
"CWEN","1843","2013-07-17","2020-11-06","17","2014-05-06","2019-08-06"
"CWH","1029","2016-10-07","2020-11-06","20","2014-02-27","2020-11-02"
"CWK","381","2018-08-02","2020-02-06","7","2019-02-27","2020-08-06"
"CWST","5756","1998-01-02","2020-11-13","45","2009-06-15","2020-10-29"
"CWT","5748","1998-01-02","2020-11-03","46","2009-07-29","2020-11-06"
"CX","5323","1999-09-15","2020-11-06","44","2009-07-28","2020-10-28"
"CXDC","3308","2007-09-27","2020-11-13","39","2009-05-13","2018-11-05"
"CXDO","1003","2016-01-04","2020-11-04","2","2020-08-10","2020-11-10"
"CXE","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"CXH","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"CXO","3341","2007-08-03","2020-11-06","47","2009-05-06","2020-10-27"
"CXP","1783","2013-10-10","2020-11-06","28","2013-11-05","2020-10-29"
"CXRX","749","2015-06-29","2019-05-08","0","NULL","NULL"
"CXSE","2052","2012-09-20","2020-11-13","0","NULL","NULL"
"CXW","5751","1998-01-02","2020-11-06","44","2009-05-07","2020-11-04"
"CY","5609","1998-01-02","2020-04-30","43","2009-07-16","2020-01-30"
"CYAD","1363","2015-06-19","2020-11-13","0","NULL","NULL"
"CYAN","5756","1998-01-02","2020-11-13","39","2009-06-24","2018-11-12"
"CYBE","5756","1998-01-02","2020-11-13","46","2009-07-29","2020-10-22"
"CYBR","1548","2014-09-24","2020-11-13","25","2014-11-12","2020-11-10"
"CYCC","4163","2004-05-05","2020-11-13","48","2009-05-14","2020-11-11"
"CYCCP","3757","2005-11-30","2020-11-13","0","NULL","NULL"
"CYCN","414","2019-03-21","2020-11-06","4","2019-08-12","2020-11-05"
"CYCNV","12","2019-03-18","2019-06-27","0","NULL","NULL"
"CYD","5751","1998-01-02","2020-11-06","44","2009-11-10","2020-08-12"
"CYH","5137","2000-06-09","2020-11-06","46","2009-07-30","2020-10-27"
"CYHHZ","1081","2014-09-24","2019-01-11","0","NULL","NULL"
"CYOU","2781","2009-04-02","2020-04-30","44","2009-05-04","2020-03-09"
"CYRN","5373","1999-07-13","2020-11-13","26","2014-02-24","2020-08-12"
"CYRX","3974","2005-02-03","2020-11-13","33","2012-02-21","2020-11-05"
"CYRXW","1171","2015-07-24","2020-07-29","0","NULL","NULL"
"CYS","2301","2009-06-16","2019-05-06","0","NULL","NULL"
"CYTK","4167","2004-04-29","2020-11-13","46","2009-07-29","2020-11-04"
"CYTR","5756","1998-01-02","2020-11-13","41","2009-05-12","2019-05-15"
"CYTX","4707","2000-11-16","2019-08-30","41","2009-05-11","2019-05-14"
"CYTXW","546","2016-06-15","2019-01-18","0","NULL","NULL"
"CYTXZ","203","2018-05-25","2019-07-30","0","NULL","NULL"
"CZFC","5097","1999-03-30","2019-07-01","39","2009-07-28","2019-01-22"
"CZNC","5756","1998-01-02","2020-11-13","36","2009-11-09","2020-10-22"
"CZR","2208","2012-02-08","2020-11-13","36","2012-02-29","2020-11-05"
"CZWI","4188","2004-03-30","2020-11-13","37","2011-11-30","2020-10-27"
"CZZ","3320","2007-09-04","2020-11-06","29","2012-02-08","2020-08-19"
"D","5751","1998-01-02","2020-11-06","46","2009-07-31","2020-11-05"
"DAC","3541","2006-10-16","2020-11-06","45","2009-07-27","2020-11-05"
"DADA","107","2020-06-05","2020-11-04","1","2020-08-24","2020-08-24"
"DAIO","5756","1998-01-02","2020-11-13","46","2009-07-23","2020-10-29"
"DAKT","5756","1998-01-02","2020-11-13","45","2009-06-02","2020-08-26"
"DAL","3405","2007-05-03","2020-11-06","46","2009-07-22","2020-10-13"
"DALI","627","2018-05-15","2020-11-06","0","NULL","NULL"
"DAN","3237","2008-01-02","2020-11-06","47","2009-05-07","2020-10-28"
"DAR","5751","1998-01-02","2020-11-06","47","2009-05-14","2020-11-03"
"DARE","1663","2014-04-10","2020-11-13","23","2014-05-27","2020-11-12"
"DATA","1575","2013-05-17","2019-08-19","24","2013-08-08","2019-05-02"
"DAVA","576","2018-07-27","2020-11-06","8","2019-02-28","2020-11-12"
"DAVE","5618","1998-01-02","2020-04-30","41","2009-07-29","2019-08-12"
"DAX","1527","2014-10-23","2020-11-13","0","NULL","NULL"
"DB","5751","1998-01-02","2020-11-06","41","2009-07-28","2019-10-30"
"DBD","5751","1998-01-02","2020-11-06","47","2009-05-05","2020-10-28"
"DBI","3868","2005-06-29","2020-11-06","6","2019-05-30","2020-09-03"
"DBL","2211","2012-01-27","2020-11-06","0","NULL","NULL"
"DBVT","1528","2014-10-22","2020-11-13","0","NULL","NULL"
"DBX","663","2018-03-23","2020-11-06","8","2019-02-21","2020-11-05"
"DCAR","700","2018-01-30","2020-11-06","14","2014-03-17","2017-12-15"
"DCF","763","2017-10-27","2020-11-06","0","NULL","NULL"
"DCI","5751","1998-01-02","2020-11-06","46","2009-05-26","2020-09-03"
"DCIX","2485","2011-01-03","2020-11-13","32","2011-02-22","2018-11-23"
"DCM","4729","1999-06-30","2018-07-19","0","NULL","NULL"
"DCO","5751","1998-01-02","2020-11-06","46","2009-05-04","2020-10-28"
"DCOM","5756","1998-01-02","2020-11-13","46","2009-07-27","2020-10-27"
"DCOMP","195","2020-01-30","2020-11-04","0","NULL","NULL"
"DCP","3757","2005-12-06","2020-11-06","34","2009-05-07","2020-11-04"
"DCPH","789","2017-09-28","2020-11-13","13","2017-11-14","2020-11-05"
"DCT","2944","2006-12-13","2019-03-08","1","2020-10-20","2020-10-20"
"DCTH","4627","2002-05-02","2020-11-04","2","2020-08-13","2020-11-11"
"DCUD","759","2016-08-10","2019-08-26","0","NULL","NULL"
"DD","421","2019-03-19","2020-11-13","6","2019-08-01","2020-10-29"
"DDBI","826","2015-12-29","2020-06-30","0","NULL","NULL"
"DDD","5751","1998-01-02","2020-11-06","44","2009-08-03","2020-11-05"
"DDE","4287","2002-03-19","2019-03-28","39","2009-07-29","2019-01-24"
"DDF","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"DDIV","549","2018-09-05","2020-11-06","0","NULL","NULL"
"DDMX","301","2019-01-02","2020-04-17","0","NULL","NULL"
"DDMXU","353","2018-10-12","2020-04-17","0","NULL","NULL"
"DDMXW","130","2018-10-23","2020-04-17","0","NULL","NULL"
"DDOG","286","2019-09-19","2020-11-04","5","2019-11-12","2020-11-10"
"DDR","5232","1998-01-02","2019-04-12","0","NULL","NULL"
"DDS","5751","1998-01-02","2020-11-06","48","2009-05-15","2020-11-12"
"DDT","5554","1998-10-14","2020-11-06","0","NULL","NULL"
"DE","5751","1998-01-02","2020-11-06","45","2009-05-20","2020-08-21"
"DEA","1450","2015-02-06","2020-11-06","23","2015-05-11","2020-11-02"
"DEACU","209","2019-05-10","2020-06-01","0","NULL","NULL"
"DECK","5751","1998-01-02","2020-11-06","46","2009-07-23","2020-10-29"
"DEI","3534","2006-10-25","2020-11-06","47","2009-05-05","2020-11-02"
"DEL","4563","2000-01-03","2018-02-21","0","NULL","NULL"
"DELL","473","2018-12-21","2020-11-06","7","2019-02-28","2020-08-27"
"DELT","974","2015-06-01","2019-04-12","0","NULL","NULL"
"DENN","5752","1998-01-08","2020-11-13","47","2009-05-05","2020-10-27"
"DEO","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"DEPO","4678","2000-01-03","2018-08-06","0","NULL","NULL"
"DERM","1356","2014-10-03","2020-03-24","21","2014-11-12","2019-11-05"
"DESP","790","2017-09-20","2020-11-06","13","2017-11-17","2020-11-12"
"DEST","5756","1998-01-02","2020-11-13","38","2009-07-29","2019-06-13"
"DEX","3347","2007-07-26","2020-11-06","0","NULL","NULL"
"DF","5638","1998-01-02","2020-05-29","41","2009-08-05","2019-08-06"
"DFBG","4414","2001-01-02","2018-07-19","0","NULL","NULL"
"DFBH","471","2018-05-24","2020-04-21","0","NULL","NULL"
"DFBHU","432","2018-02-16","2020-07-02","0","NULL","NULL"
"DFBHW","377","2018-05-22","2020-01-24","0","NULL","NULL"
"DFFN","1159","2016-01-04","2020-11-03","17","2016-03-25","2020-11-12"
"DFHT","33","2020-09-21","2020-11-04","0","NULL","NULL"
"DFHTU","78","2020-07-17","2020-11-04","0","NULL","NULL"
"DFIN","1033","2016-10-03","2020-11-06","16","2017-02-28","2020-11-04"
"DFNL","968","2017-01-12","2020-11-13","0","NULL","NULL"
"DFP","1879","2013-05-24","2020-11-06","0","NULL","NULL"
"DFPH","108","2020-06-04","2020-11-04","0","NULL","NULL"
"DFPHU","165","2020-03-11","2020-11-04","0","NULL","NULL"
"DFPHW","103","2020-06-04","2020-11-04","0","NULL","NULL"
"DFRG","1806","2012-07-27","2020-04-30","29","2012-08-21","2019-08-06"
"DFS","3376","2007-06-14","2020-11-06","46","2009-06-18","2020-10-21"
"DFVL","2335","2011-07-12","2020-11-13","0","NULL","NULL"
"DFVS","2341","2011-07-12","2020-11-13","0","NULL","NULL"
"DG","2765","2009-11-13","2020-11-06","44","2009-12-10","2020-08-27"
"DGICA","4923","2001-04-24","2020-11-13","47","2009-04-24","2020-10-28"
"DGICB","5749","1998-01-02","2020-11-13","38","2009-07-24","2018-10-30"
"DGII","5756","1998-01-02","2020-11-13","46","2009-07-23","2020-11-12"
"DGLD","2192","2011-10-17","2020-07-02","0","NULL","NULL"
"DGLY","3401","2007-05-16","2020-11-13","43","2009-07-29","2020-11-12"
"DGRE","1837","2013-08-01","2020-11-13","0","NULL","NULL"
"DGRS","1842","2013-07-25","2020-11-13","0","NULL","NULL"
"DGRW","1886","2013-05-22","2020-11-13","0","NULL","NULL"
"DGSE","5575","1998-01-02","2020-02-28","34","2009-08-14","2018-11-19"
"DGX","5751","1998-01-02","2020-11-06","46","2009-07-21","2020-10-22"
"DHC","5210","2000-02-23","2020-11-04","4","2020-03-02","2020-11-05"
"DHCNI","2087","2012-07-23","2020-11-04","0","NULL","NULL"
"DHCNL","1187","2016-02-22","2020-11-04","0","NULL","NULL"
"DHF","5673","1998-04-27","2020-11-06","0","NULL","NULL"
"DHG","2843","2006-11-22","2018-03-12","0","NULL","NULL"
"DHI","5751","1998-01-02","2020-11-06","47","2009-05-04","2020-11-10"
"DHIL","5756","1998-01-02","2020-11-13","39","2009-05-08","2018-10-30"
"DHR","5748","1998-01-02","2020-11-03","46","2009-07-23","2020-10-22"
"DHT","3794","2005-10-13","2020-11-06","47","2009-05-19","2020-11-09"
"DHX","3347","2007-07-26","2020-11-06","45","2009-07-23","2020-11-04"
"DHXM","1303","2014-10-23","2020-01-29","10","2015-09-28","2018-11-13"
"DHY","5605","1998-07-29","2020-11-03","0","NULL","NULL"
"DIAX","1493","2014-12-03","2020-11-06","0","NULL","NULL"
"DIN","5751","1998-01-02","2020-11-06","46","2009-07-28","2020-10-28"
"DINT","678","2018-03-02","2020-11-06","0","NULL","NULL"
"DIOD","5756","1998-01-02","2020-11-13","47","2009-05-07","2020-11-09"
"DIS","5751","1998-01-02","2020-11-06","47","2009-05-05","2020-11-12"
"DISCA","3867","2005-07-08","2020-11-13","47","2009-05-04","2020-11-05"
"DISCB","3775","2005-11-10","2020-11-13","39","2009-05-04","2018-11-08"
"DISCK","3062","2008-09-18","2020-11-13","47","2009-05-04","2020-11-05"
"DISH","5756","1998-01-02","2020-11-13","47","2009-05-11","2020-11-06"
"DIT","5748","1998-01-02","2020-11-03","38","2009-07-17","2019-01-18"
"DJCO","5748","1998-01-02","2020-11-03","35","2009-05-08","2018-12-12"
"DK","3655","2006-05-04","2020-11-06","47","2009-05-07","2020-11-04"
"DKL","2018","2012-11-02","2020-11-06","32","2013-03-05","2020-11-04"
"DKNG","324","2019-07-25","2020-11-04","0","NULL","NULL"
"DKS","4548","2002-10-16","2020-11-06","46","2009-05-19","2020-08-26"
"DKT","2934","2008-05-05","2019-12-27","0","NULL","NULL"
"DL","3092","2008-07-30","2020-11-06","44","2009-05-15","2020-08-26"
"DLA","5118","2000-07-03","2020-11-03","45","2009-08-14","2020-07-30"
"DLB","3959","2005-02-17","2020-11-06","46","2009-07-30","2020-11-12"
"DLBL","2166","2010-08-10","2019-05-08","0","NULL","NULL"
"DLBS","2413","2010-08-10","2020-03-24","0","NULL","NULL"
"DLHC","5756","1998-01-02","2020-11-13","33","2012-08-15","2020-08-05"
"DLNG","1759","2013-11-13","2020-11-06","29","2014-02-20","2020-11-12"
"DLPH","2234","2011-11-17","2020-10-12","11","2018-02-21","2020-08-05"
"DLPN","730","2017-12-21","2020-11-13","9","2018-05-15","2020-08-17"
"DLPNW","405","2017-12-21","2020-11-13","0","NULL","NULL"
"DLR","4035","2004-10-29","2020-11-06","46","2009-07-30","2020-10-29"
"DLTH","1255","2015-11-20","2020-11-13","19","2016-04-07","2020-09-03"
"DLTR","5756","1998-01-02","2020-11-13","46","2009-05-27","2020-08-27"
"DLX","5751","1998-01-02","2020-11-06","46","2009-07-23","2020-11-05"
"DM","1079","2014-10-15","2019-05-06","0","NULL","NULL"
"DMAC","3234","2008-01-04","2020-11-06","8","2019-03-19","2020-11-04"
"DMB","1899","2013-04-26","2020-11-06","0","NULL","NULL"
"DMF","5748","1998-01-02","2020-11-03","0","NULL","NULL"
"DMLP","4479","2003-02-03","2020-11-13","37","2009-08-06","2018-11-01"
"DMO","2697","2010-02-24","2020-11-06","2","2016-12-29","2017-05-15"
"DMPI","1940","2013-02-22","2020-11-03","19","2014-11-10","2020-05-13"
"DMRC","5235","1999-12-02","2020-11-13","47","2009-05-04","2020-10-28"
"DMTK","809","2017-08-10","2020-11-04","3","2020-05-13","2020-11-10"
"DMXF","98","2020-06-18","2020-11-04","0","NULL","NULL"
"DNB","5315","1998-01-02","2019-02-15","40","2009-07-30","2020-11-05"
"DNBF","5256","1999-01-12","2019-11-29","41","2009-08-05","2019-10-23"
"DNI","5612","1998-06-24","2020-10-12","0","NULL","NULL"
"DNJR","653","2018-03-20","2020-10-23","0","NULL","NULL"
"DNKN","2343","2011-07-27","2020-11-13","38","2011-08-04","2020-10-29"
"DNLI","731","2017-12-08","2020-11-03","11","2018-05-11","2020-11-05"
"DNN","3962","2005-02-09","2020-11-03","47","2009-05-13","2020-11-05"
"DNOW","1631","2014-05-20","2020-11-06","26","2014-08-06","2020-11-04"
"DNP","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"DNR","5681","1998-01-02","2020-07-30","45","2009-05-05","2020-05-18"
"DO","5616","1998-01-02","2020-05-29","43","2009-07-23","2020-02-10"
"DOC","1841","2013-07-19","2020-11-06","29","2013-11-06","2020-11-06"
"DOCU","639","2018-04-27","2020-11-06","7","2019-03-14","2020-09-03"
"DOGZ","732","2017-12-19","2020-11-13","0","NULL","NULL"
"DOMO","595","2018-06-29","2020-11-06","7","2019-03-13","2020-09-03"
"DOOO","1844","2013-07-16","2020-11-06","7","2019-03-22","2020-08-27"
"DOOR","2844","2009-07-24","2020-11-06","29","2013-11-06","2020-11-02"
"DORM","5756","1998-01-02","2020-11-13","46","2009-07-31","2020-10-28"
"DOTA","298","2017-10-12","2018-12-19","0","NULL","NULL"
"DOTAR","144","2017-10-12","2018-12-19","0","NULL","NULL"
"DOTAU","128","2017-09-15","2019-01-25","0","NULL","NULL"
"DOTAW","155","2017-10-12","2019-01-18","0","NULL","NULL"
"DOV","5751","1998-01-02","2020-11-06","46","2009-07-24","2020-10-20"
"DOVA","598","2017-06-29","2019-11-12","9","2017-08-10","2019-08-06"
"DOW","415","2019-03-20","2020-11-06","7","2019-05-02","2020-10-22"
"DOX","5640","1998-06-19","2020-11-13","46","2009-07-22","2020-11-10"
"DOYU","331","2019-07-17","2020-11-04","5","2019-11-27","2020-11-11"
"DPG","2335","2011-08-01","2020-11-06","0","NULL","NULL"
"DPHC","394","2019-04-17","2020-11-06","0","NULL","NULL"
"DPHCU","420","2019-02-28","2020-11-12","0","NULL","NULL"
"DPHCW","238","2019-04-17","2020-11-06","0","NULL","NULL"
"DPLO","1343","2014-10-10","2020-03-04","22","2014-11-10","2019-11-12"
"DPS","2562","2008-05-07","2018-07-18","0","NULL","NULL"
"DPW","5748","1998-01-02","2020-11-03","37","2009-05-13","2018-11-15"
"DPZ","4112","2004-07-13","2020-11-06","46","2009-07-22","2020-10-08"
"DQ","2540","2010-10-07","2020-11-06","40","2011-03-07","2020-08-18"
"DRAD","4138","2004-06-10","2020-11-13","41","2009-07-23","2020-08-13"
"DRADP","290","2019-09-13","2020-11-04","0","NULL","NULL"
"DRD","5751","1998-01-02","2020-11-06","15","2012-02-14","2015-09-01"
"DRE","5751","1998-01-02","2020-11-06","46","2009-07-29","2020-10-28"
"DRH","3891","2005-05-26","2020-11-06","46","2009-05-05","2020-11-05"
"DRI","5751","1998-01-02","2020-11-06","46","2009-06-23","2020-09-24"
"DRIO","1540","2014-10-06","2020-11-13","28","2013-08-14","2020-11-12"
"DRIOW","797","2016-03-04","2020-11-13","0","NULL","NULL"
"DRIV","4800","1998-08-12","2020-11-06","4","2014-02-05","2014-10-29"
"DRNA","1712","2014-01-30","2020-11-13","28","2014-03-27","2020-11-05"
"DRQ","5751","1998-01-02","2020-11-06","47","2009-05-08","2020-10-29"
"DRRX","5065","2000-09-28","2020-11-13","47","2009-05-06","2020-11-02"
"DRTT","1705","2014-01-28","2020-11-04","4","2020-02-25","2020-11-04"
"DRUA","1082","2016-07-25","2020-11-06","0","NULL","NULL"
"DRYS","3698","2005-02-03","2019-10-11","39","2009-04-30","2018-10-29"
"DS","4552","2002-10-10","2020-11-06","30","2014-02-28","2020-11-03"
"DSE","1605","2014-06-26","2020-11-06","0","NULL","NULL"
"DSGX","5488","1999-01-27","2020-11-13","46","2009-05-28","2020-09-09"
"DSKE","1284","2015-10-12","2020-11-13","17","2016-07-19","2020-10-30"
"DSKEW","1227","2015-09-14","2020-11-13","0","NULL","NULL"
"DSL","1899","2013-04-26","2020-11-06","0","NULL","NULL"
"DSLV","2246","2011-10-17","2020-09-22","0","NULL","NULL"
"DSM","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"DSPG","5748","1998-01-02","2020-11-03","47","2009-05-04","2020-11-02"
"DSS","5748","1998-01-02","2020-11-03","38","2011-08-15","2020-10-26"
"DSSI","409","2019-03-28","2020-11-06","5","2019-08-07","2020-08-13"
"DST","4601","2000-01-03","2018-04-17","0","NULL","NULL"
"DSU","5692","1998-03-30","2020-11-06","0","NULL","NULL"
"DSW","3548","2005-06-29","2019-08-26","40","2009-05-27","2019-03-19"
"DSWL","5748","1998-01-02","2020-11-03","28","2009-07-14","2016-06-24"
"DSX","3936","2005-03-23","2020-11-06","44","2009-05-06","2020-07-27"
"DSXN","864","2015-05-29","2019-04-12","0","NULL","NULL"
"DTE","5751","1998-01-02","2020-11-06","46","2009-07-30","2020-10-27"
"DTEA","1373","2015-06-05","2020-11-13","15","2015-06-16","2018-12-13"
"DTF","5751","1998-01-02","2020-11-06","0","NULL","NULL"
"DTIL","409","2019-03-28","2020-11-06","6","2019-08-14","2020-11-10"
